                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.3378,                 1.5224,                 1.0587,                0.55966,                0.38194,                0.42323,                 0.1638,                 2.3298,                 1.4316,                 1.0457,              0.0004085,              0.0004085,              0.0004085
                      2,                 2.3539,                  1.544,                 1.0679,                0.24693,                0.19442,                 0.1364,                0.04667,                 2.6108,                 2.0682,                 1.1093,             0.00082108,             0.00082108,             0.00082108
                      3,                 2.3403,                  1.534,                 1.0614,                0.49081,                0.28747,                0.31732,                0.11815,                 2.3807,                 1.4509,                 1.0502,              0.0012295,              0.0012295,              0.0012295
                      4,                 2.3321,                 1.5473,                 1.0502,                0.40011,                0.35082,                0.33113,                0.11314,                 2.4096,                 1.5184,                 1.0683,              0.0012314,              0.0012314,              0.0012314
                      5,                 2.3727,                 1.5401,                 1.0566,                 0.4087,                0.35556,                0.35434,                0.12738,                 2.3413,                 1.4202,                 1.0504,              0.0012252,              0.0012252,              0.0012252
                      6,                 2.3522,                 1.5036,                 1.0558,                0.00728,                0.03259,                0.00772,                0.00235,                 3.0906,                 4.3659,                 1.2766,              0.0012191,              0.0012191,              0.0012191
                      7,                 2.3635,                 1.5396,                 1.0533,                 0.3834,                0.32228,                0.30131,                0.10627,                 2.4171,                 1.5132,                 1.0594,              0.0012129,              0.0012129,              0.0012129
                      8,                  2.331,                 1.5376,                 1.0625,                 0.0228,                0.09259,                0.01599,                0.00549,                 3.2771,                 4.3388,                 1.3223,              0.0012067,              0.0012067,              0.0012067
                      9,                 2.3328,                  1.512,                 1.0599,                0.02115,                0.02065,                0.01416,                0.00461,                 3.5391,                 4.4723,                 1.3942,              0.0012005,              0.0012005,              0.0012005
                     10,                 2.2977,                 1.4921,                 1.0462,                0.37454,                0.24106,                0.21619,                0.07013,                  2.635,                  2.064,                 1.0935,              0.0011943,              0.0011943,              0.0011943
                     11,                 2.3411,                 1.5098,                 1.0585,                0.36326,                0.27832,                0.26164,                0.09317,                  2.481,                 1.7039,                 1.0871,              0.0011881,              0.0011881,              0.0011881
                     12,                  2.351,                 1.5507,                 1.0559,                0.30555,                0.26669,                0.21862,                0.07286,                 2.4638,                 1.6722,                 1.0617,              0.0011819,              0.0011819,              0.0011819
                     13,                 2.3058,                 1.4867,                 1.0544,                0.43929,                0.33905,                0.33807,                0.11466,                 2.3885,                 1.5137,                 1.0473,              0.0011757,              0.0011757,              0.0011757
                     14,                 2.3128,                 1.4821,                 1.0556,                 0.0178,                0.00358,                0.00928,                0.00283,                 3.9556,                 5.9195,                 1.4515,              0.0011696,              0.0011696,              0.0011696
                     15,                 2.3021,                 1.4847,                  1.054,                 0.0401,                0.00574,                 0.0211,                0.00744,                   3.64,                 5.3515,                 1.3613,              0.0011634,              0.0011634,              0.0011634
                     16,                 2.3129,                 1.4956,                 1.0424,                0.17256,                0.09101,                0.08428,                0.02638,                 2.7734,                 2.5606,                 1.1503,              0.0011572,              0.0011572,              0.0011572
                     17,                 2.3161,                 1.5106,                 1.0553,                0.03815,                0.07862,                 0.0336,                0.01135,                  2.977,                 4.0815,                 1.1868,               0.001151,               0.001151,               0.001151
                     18,                 2.3202,                 1.5141,                 1.0578,                 0.4068,                0.38055,                0.34065,                0.12407,                 2.3087,                 1.4666,                 1.0386,              0.0011448,              0.0011448,              0.0011448
                     19,                 2.3024,                 1.4807,                 1.0389,                0.29783,                0.21868,                0.20027,                0.06847,                 2.6077,                 1.8586,                 1.0799,              0.0011386,              0.0011386,              0.0011386
                     20,                 2.2916,                  1.453,                 1.0528,                0.42998,                0.35939,                0.32635,                0.11511,                 2.4044,                  1.507,                 1.0671,              0.0011324,              0.0011324,              0.0011324
                     21,                 2.3089,                 1.4387,                 1.0433,                0.00811,                0.12093,                0.00502,                 0.0017,                 3.6006,                 4.8898,                 1.4997,              0.0011263,              0.0011263,              0.0011263
                     22,                 2.3178,                 1.4609,                 1.0546,                 0.4709,                0.35416,                0.37699,                 0.1266,                 2.3997,                 1.4656,                 1.0558,              0.0011201,              0.0011201,              0.0011201
                     23,                 2.2952,                 1.4471,                 1.0399,                0.42701,                0.41131,                 0.3792,                0.13953,                 2.3028,                 1.3935,                 1.0367,              0.0011139,              0.0011139,              0.0011139
                     24,                 2.2904,                 1.4665,                 1.0509,                 0.0926,                0.08475,                0.05784,                 0.0245,                 2.9865,                 4.6573,                 1.2665,              0.0011077,              0.0011077,              0.0011077
                     25,                 2.2798,                 1.4627,                 1.0416,                0.39662,                0.25453,                0.27333,                0.08944,                 2.4329,                  1.644,                  1.059,              0.0011015,              0.0011015,              0.0011015
                     26,                 2.2594,                 1.4487,                 1.0395,                0.41918,                0.29141,                0.30022,                0.10991,                 2.3749,                 1.5543,                 1.0452,              0.0010953,              0.0010953,              0.0010953
                     27,                 2.2923,                 1.4541,                  1.051,                0.44423,                0.41107,                0.36634,                0.11367,                 2.4179,                 1.4908,                 1.0551,              0.0010891,              0.0010891,              0.0010891
                     28,                 2.2669,                 1.4453,                 1.0372,                0.41929,                0.39213,                0.37755,                0.13972,                 2.3415,                 1.4331,                  1.043,              0.0010829,              0.0010829,              0.0010829
                     29,                 2.2556,                 1.4064,                 1.0401,                0.41929,                0.39213,                0.37755,                0.13972,                 4.6507,                 6.9343,                 1.9639,              0.0010768,              0.0010768,              0.0010768
                     30,                 2.3236,                 1.4749,                 1.0604,                0.02083,                0.00017,                0.01044,                0.00522,                  3.461,                 6.8216,                 1.3935,              0.0010706,              0.0010706,              0.0010706
                     31,                 2.3074,                 1.4344,                  1.042,                0.02083,                0.00017,                0.01044,                0.00522,                 4.4797,                 7.1399,                 1.7806,              0.0010644,              0.0010644,              0.0010644
                     32,                 2.3414,                 1.4868,                 1.0598,                0.37509,                0.25976,                  0.245,                0.06882,                 2.7284,                  1.672,                  1.095,              0.0010582,              0.0010582,              0.0010582
                     33,                 2.3047,                 1.4424,                 1.0374,                0.02082,                0.12686,                 0.0196,                0.00661,                 3.0475,                 4.4726,                 1.2019,               0.001052,               0.001052,               0.001052
                     34,                 2.2684,                 1.4217,                 1.0416,                0.52503,                0.32993,                0.36648,                0.13661,                 2.3447,                 1.4878,                 1.0517,              0.0010458,              0.0010458,              0.0010458
                     35,                 2.2593,                 1.3858,                 1.0369,                0.50502,                0.33898,                0.36749,                0.12444,                 2.3938,                 1.5156,                 1.0545,              0.0010396,              0.0010396,              0.0010396
                     36,                 2.2207,                 1.3821,                 1.0494,                0.41179,                0.35906,                0.35734,                0.13189,                 2.3201,                 1.5085,                 1.0375,              0.0010334,              0.0010334,              0.0010334
                     37,                 2.2455,                 1.3922,                 1.0406,                0.51678,                0.31895,                0.35104,                0.11905,                 2.4335,                 1.4904,                 1.0615,              0.0010273,              0.0010273,              0.0010273
                     38,                 2.2647,                 1.4354,                 1.0301,                0.51626,                0.38056,                0.38724,                0.13685,                 2.3039,                 1.4477,                 1.0392,              0.0010211,              0.0010211,              0.0010211
                     39,                 2.2715,                 1.4101,                 1.0371,                 0.5043,                0.33304,                0.38966,                0.14909,                 2.3051,                 1.4716,                 1.0392,              0.0010149,              0.0010149,              0.0010149
                     40,                 2.2454,                 1.3632,                 1.0281,                0.50357,                0.39031,                0.38138,                0.14144,                 2.3161,                 1.4118,                 1.0348,              0.0010087,              0.0010087,              0.0010087
                     41,                  2.225,                 1.3597,                 1.0334,                0.41073,                0.36074,                0.34233,                0.10945,                 2.4119,                 1.5208,                 1.0587,              0.0010025,              0.0010025,              0.0010025
                     42,                 2.2518,                 1.4033,                   1.04,                0.52639,                0.30596,                0.30376,                0.10179,                 2.4082,                 1.7136,                 1.0527,             0.00099631,             0.00099631,             0.00099631
                     43,                 2.2297,                 1.3653,                 1.0312,                0.47366,                0.37432,                0.34723,                0.12056,                 2.3395,                 1.4925,                 1.0518,             0.00099013,             0.00099013,             0.00099013
                     44,                 2.2298,                 1.3983,                 1.0385,                0.41183,                0.31816,                0.29821,                0.10213,                 2.3638,                 1.6435,                 1.0539,             0.00098394,             0.00098394,             0.00098394
                     45,                 2.2315,                 1.3668,                 1.0255,                0.35373,                0.06366,                0.08783,                  0.033,                 2.7976,                 3.2728,                 1.1485,             0.00097775,             0.00097775,             0.00097775
